Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last,Close Price,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
19/04/2018,INFY,EQ,1125.95,1124,1139.8,1123.1,1133.4,1132.85,1132.61,4262771,4.82804E+14,119470,3277709,0.7689
20/04/2018,INFY,EQ,1132.85,1139,1193.7,1136.95,1179.65,1178.45,1171.78,12136346,1.42211E+15,213680,7374221,0.6076
23/04/2018,INFY,EQ,1178.45,1168,1214.4,1155.25,1185.95,1187.7,1186.79,10915319,1.29542E+15,190031,5762099,0.5279
24/04/2018,INFY,EQ,1187.7,1185,1196.4,1150.1,1154.25,1154.5,1168.64,4263108,4.98204E+14,87918,2175530,0.5103
25/04/2018,INFY,EQ,1154.5,1152,1171,1145.2,1155.95,1160.35,1160.85,5797089,6.72955E+14,122892,3549969,0.6124
26/04/2018,INFY,EQ,1160.35,1174,1181.65,1160,1177.05,1176.45,1172.76,5651042,6.62732E+14,120489,3710955,0.6567
27/04/2018,INFY,EQ,1176.45,1180,1191.6,1174.2,1184.65,1185.2,1183.9,3831685,4.53632E+14,103259,2521063,0.658
30/04/2018,INFY,EQ,1185.2,1181.7,1207.95,1180.65,1199.95,1199.5,1199.78,2755839,3.3064E+14,80599,1748528,0.6345
02/05/2018,INFY,EQ,1199.5,1198.9,1201.6,1181,1192.1,1197.05,1192.72,5147521,6.13957E+14,98610,3916029,0.7608
03/05/2018,INFY,EQ,1197.05,1197.25,1204.7,1176.1,1178,1182.55,1195.66,2666115,3.18776E+14,114003,1634945,0.6132
04/05/2018,INFY,EQ,1182.55,1185,1186,1155,1169.6,1173.1,1165.5,3011684,3.51013E+14,92619,1501133,0.4984
07/05/2018,INFY,EQ,1173.1,1181.25,1190,1175.5,1184,1183,1181.67,2319480,2.74086E+14,66189,1381557,0.5956
08/05/2018,INFY,EQ,1183,1177.9,1177.9,1161.05,1167.5,1165.55,1167.51,2859278,3.33825E+14,121067,1833756,0.6413
09/05/2018,INFY,EQ,1165.55,1167.5,1176.9,1163,1172,1170.7,1169.95,1891752,2.21326E+14,50914,1226653,0.6484
10/05/2018,INFY,EQ,1170.7,1176,1183,1162.85,1170,1168,1173.06,1591431,1.86684E+14,55801,925580,0.5816
11/05/2018,INFY,EQ,1168,1172.3,1183.2,1166.05,1180.6,1180.75,1174.3,1655853,1.94447E+14,51911,1040917,0.6286
14/05/2018,INFY,EQ,1180.75,1184.35,1191.5,1170,1190.5,1189.3,1184.18,2216047,2.62419E+14,118716,1385502,0.6252
15/05/2018,INFY,EQ,1189.3,1188.1,1208,1188.1,1195.2,1194.55,1196.6,2805987,3.35765E+14,169798,1400617,0.4992
16/05/2018,INFY,EQ,1194.55,1187.25,1198,1184.5,1190.7,1189.95,1191.85,3102502,3.69772E+14,80951,2232738,0.7197
17/05/2018,INFY,EQ,1189.95,1196,1197.45,1173.55,1180,1182.9,1186.19,4759799,5.64603E+14,108694,3495536,0.7344
18/05/2018,INFY,EQ,1182.9,1183,1186.55,1173,1180,1183.2,1181.08,3569830,4.21624E+14,118691,2739080,0.7673
21/05/2018,INFY,EQ,1183.2,1179.55,1188.4,1170,1183.2,1179.5,1182.21,4237660,5.0098E+14,94593,3233546,0.763
22/05/2018,INFY,EQ,1179.5,1175,1198,1173.9,1195,1193.85,1189.56,2818402,3.35266E+14,92075,1959648,0.6953
23/05/2018,INFY,EQ,1193.85,1195,1207.65,1181.5,1182.95,1184.9,1198.4,4769221,5.71543E+14,155510,3565469,0.7476
24/05/2018,INFY,EQ,1184.9,1198,1227.55,1198,1220,1221,1217.23,4870285,5.92824E+14,115622,2635888,0.5412
25/05/2018,INFY,EQ,1221,1230.1,1248.65,1220.8,1229.55,1228.3,1239.09,4450719,5.51486E+14,165203,2833196,0.6366
28/05/2018,INFY,EQ,1228.3,1231,1232.6,1206,1212.1,1214.4,1218.07,2869897,3.49573E+14,114363,1860121,0.6481
29/05/2018,INFY,EQ,1214.4,1214.05,1226.55,1206.2,1219.9,1216.7,1214.01,1694467,2.05711E+14,97963,1020909,0.6025
30/05/2018,INFY,EQ,1216.7,1217,1228.75,1205.6,1210.4,1211.7,1214.64,3161533,3.84011E+14,113600,1820341,0.5758
31/05/2018,INFY,EQ,1211.7,1211.7,1242,1210.25,1238,1231.8,1230.2,9860170,1.213E+15,163732,6917924,0.7016
01/06/2018,INFY,EQ,1231.8,1230.4,1246.25,1217.2,1222.2,1220.8,1229.79,2499178,3.07347E+14,81969,1396541,0.5588
04/06/2018,INFY,EQ,1220.8,1221.1,1243,1212,1241,1239.4,1233.14,2135078,2.63285E+14,69180,1356014,0.6351
05/06/2018,INFY,EQ,1239.4,1242,1242,1217,1218.85,1220.85,1226.49,2355431,2.88892E+14,85171,1469405,0.6238
06/06/2018,INFY,EQ,1220.85,1225.2,1241.55,1220.05,1238.1,1237.45,1234.18,2019092,2.49193E+14,98002,1157667,0.5734
07/06/2018,INFY,EQ,1237.45,1238,1258,1238,1249.3,1252.45,1252.57,3338113,4.18121E+14,106204,1876344,0.5621
08/06/2018,INFY,EQ,1252.45,1248,1262,1246.05,1258.8,1260.05,1257.48,3229939,4.06157E+14,146437,2152796,0.6665
11/06/2018,INFY,EQ,1260.05,1265.55,1270,1255.05,1261,1262.4,1262.71,2585645,3.26492E+14,94087,1883057,0.7283
12/06/2018,INFY,EQ,1262.4,1265.75,1271.25,1250.45,1259,1258.5,1258.01,3919910,4.9313E+14,90357,2684852,0.6849
13/06/2018,INFY,EQ,1258.5,1266.8,1284,1266.8,1275,1274.8,1275.2,2883464,3.67698E+14,110178,1736971,0.6024
14/06/2018,INFY,EQ,1274.8,1253,1253,1234.1,1240,1239.7,1242.78,3799424,4.72184E+14,142371,2234217,0.588
15/06/2018,INFY,EQ,1239.7,1237,1291.5,1235,1288.8,1281.25,1267.1,9978880,1.26443E+15,156513,7198132,0.7213
18/06/2018,INFY,EQ,1281.25,1284,1291.25,1262.35,1264.5,1267.4,1273.18,4107423,5.2295E+14,127326,2705510,0.6587
19/06/2018,INFY,EQ,1267.4,1263,1263.4,1238.05,1242,1241.6,1244.36,3772850,4.69479E+14,148052,2625680,0.6959
20/06/2018,INFY,EQ,1241.6,1248.5,1252.35,1238,1241.45,1243.15,1245.07,2685901,3.34414E+14,92693,1763850,0.6567
21/06/2018,INFY,EQ,1243.15,1245.95,1256.5,1236,1246.55,1246.55,1247.63,2899395,3.61738E+14,138481,1939037,0.6688
22/06/2018,INFY,EQ,1246.55,1243,1255.5,1241.2,1246.4,1247.85,1249.94,2171559,2.71431E+14,91644,1545127,0.7115
25/06/2018,INFY,EQ,1247.85,1257.15,1278.8,1254,1269.7,1272.45,1271.05,3865589,4.91336E+14,137153,2105988,0.5448
26/06/2018,INFY,EQ,1272.45,1269,1283.9,1266.25,1280.05,1277.85,1277.24,2241752,2.86326E+14,102746,1303651,0.5815
27/06/2018,INFY,EQ,1277.85,1283.95,1293.45,1265.6,1271.5,1270,1281.92,3476071,4.45605E+14,107138,2254625,0.6486
28/06/2018,INFY,EQ,1270,1276.3,1298,1276.25,1284.3,1289.6,1290.08,5498409,7.09338E+14,159341,2847254,0.5178
29/06/2018,INFY,EQ,1289.6,1298.05,1315,1283.25,1310.65,1307.2,1298.31,4983300,6.46989E+14,164216,3050563,0.6122
02/07/2018,INFY,EQ,1307.2,1314,1340,1314,1337.8,1334.7,1325.09,2415072,3.2002E+14,80512,1157363,0.4792
03/07/2018,INFY,EQ,1334.7,1331.9,1357.9,1331.75,1355.5,1353.75,1347.06,4063726,5.4741E+14,140810,2374717,0.5844
04/07/2018,INFY,EQ,1353.75,1352.05,1352.65,1338.85,1348.4,1345.2,1345.49,2512861,3.38102E+14,156409,1610582,0.6409
05/07/2018,INFY,EQ,1345.2,1347.1,1347.25,1268.1,1286.5,1284,1290.51,8509951,1.09821E+15,274864,4498851,0.5287
06/07/2018,INFY,EQ,1284,1290.25,1301.85,1269,1285.15,1284.25,1281.04,5607678,7.18368E+14,181138,3185846,0.5681
09/07/2018,INFY,EQ,1284.25,1297,1303,1279.05,1301.2,1298.85,1294.01,3322499,4.29934E+14,95341,1941581,0.5844
10/07/2018,INFY,EQ,1298.85,1308.5,1315.45,1294.3,1299.1,1301.4,1305.09,2987244,3.89861E+14,109336,1551472,0.5194
11/07/2018,INFY,EQ,1301.4,1317.55,1342.1,1291.35,1319,1320.45,1317.22,5949916,7.83736E+14,131426,2520702,0.4237
12/07/2018,INFY,EQ,1320.45,1326.1,1327.1,1284.45,1295,1294.35,1299.24,6636120,8.62191E+14,189258,3884375,0.5853
13/07/2018,INFY,EQ,1294.35,1315,1331.6,1298.35,1323,1317.4,1315.39,9748079,1.28225E+15,205562,4621538,0.4741
16/07/2018,INFY,EQ,1317.4,1317.4,1384.4,1287.7,1336,1332.85,1345.93,17672340,2.37856E+15,357607,5265555,0.298
17/07/2018,INFY,EQ,1332.85,1329.7,1349.5,1312.7,1327.3,1327.9,1333.08,5580845,7.43972E+14,114793,2701704,0.4841
18/07/2018,INFY,EQ,1327.9,1339.8,1343.4,1314,1323,1322.55,1325.16,3459508,4.58441E+14,134074,1682833,0.4864
19/07/2018,INFY,EQ,1322.55,1323,1331.9,1309.1,1315.95,1316.7,1318.01,2559432,3.37335E+14,133339,1483151,0.5795
20/07/2018,INFY,EQ,1316.7,1326,1367.15,1321.3,1352,1348.1,1352.12,5852869,7.91378E+14,149871,2819424,0.4817
23/07/2018,INFY,EQ,1348.1,1352.15,1368,1336.25,1351.9,1355.95,1350.21,3837851,5.18189E+14,104002,2443216,0.6366
24/07/2018,INFY,EQ,1355.95,1374.4,1382.4,1356,1375.35,1377.15,1368.92,3086123,4.22465E+14,104916,1877815,0.6085
25/07/2018,INFY,EQ,1377.15,1379,1393.8,1365.45,1381.15,1383.75,1383.06,3468461,4.79709E+14,110230,1922712,0.5543
26/07/2018,INFY,EQ,1383.75,1378.55,1390.4,1369.2,1373.7,1373.25,1377.36,3681109,5.07023E+14,139712,2424410,0.6586
27/07/2018,INFY,EQ,1373.25,1373.2,1389,1368.3,1371.2,1373.45,1377.08,3246616,4.47085E+14,101649,2173390,0.6694
30/07/2018,INFY,EQ,1373.45,1370,1373,1348,1351,1351,1356.75,3204985,4.34836E+14,193055,2451679,0.765
31/07/2018,INFY,EQ,1351,1348.55,1370,1335.55,1368,1365.1,1351.3,3971998,5.36736E+14,122270,2765105,0.6961
01/08/2018,INFY,EQ,1365.1,1363.8,1368.45,1351,1352,1354.05,1355.85,2337853,3.16978E+14,106719,1654129,0.7075
02/08/2018,INFY,EQ,1354.05,1359.6,1366.75,1350.15,1353.4,1353.65,1357.31,2970371,4.03172E+14,87744,2138372,0.7199
03/08/2018,INFY,EQ,1353.65,1366.2,1366.2,1356,1365.75,1364.1,1361.34,1985195,2.70252E+14,70696,1384580,0.6975
06/08/2018,INFY,EQ,1364.1,1366.05,1375,1347.5,1364,1360.65,1358.6,3089465,4.19735E+14,68270,2128983,0.6891
07/08/2018,INFY,EQ,1360.65,1374,1379.95,1360.65,1367,1367.95,1366.36,3675764,5.02243E+14,100730,1600841,0.4355
08/08/2018,INFY,EQ,1367.95,1371.8,1372.5,1353.3,1362,1362.75,1362.16,1996179,2.71911E+14,80731,1405581,0.7041
09/08/2018,INFY,EQ,1362.75,1373.65,1389.45,1373.65,1379.2,1379.95,1381.59,3204762,4.42768E+14,134300,2092586,0.653
10/08/2018,INFY,EQ,1379.95,1385.8,1389,1373.05,1382.25,1385.45,1380.64,2389760,3.2994E+14,82581,1661604,0.6953
13/08/2018,INFY,EQ,1385.45,1390,1409.85,1378.7,1408,1408.75,1401.07,4989873,6.99114E+14,138356,2323354,0.4656
14/08/2018,INFY,EQ,1408.75,1413.95,1424.55,1404,1407.45,1408.3,1414.34,3075660,4.35001E+14,102688,1670272,0.5431
16/08/2018,INFY,EQ,1408.3,1414.95,1434.9,1411.25,1429,1429.55,1426.82,3313387,4.7276E+14,115380,2278814,0.6878
17/08/2018,INFY,EQ,1429.55,1430.9,1437.65,1423,1426.55,1430.35,1430.85,3195204,4.57186E+14,122779,2222525,0.6956
20/08/2018,INFY,EQ,1430.35,1388,1407.95,1373.5,1388.2,1384.25,1389.04,8050938,1.11831E+15,249766,3747784,0.4655
21/08/2018,INFY,EQ,1384.25,1390,1396,1373.75,1386,1383.95,1381.18,4180741,5.77434E+14,126003,2280633,0.5455
23/08/2018,INFY,EQ,1383.95,1393,1401.5,1385.35,1400,1397.4,1392.99,3858591,5.37499E+14,180710,2737234,0.7094
24/08/2018,INFY,EQ,1397.4,1396.5,1401.9,1376.1,1379.35,1378.3,1386.47,3526500,4.88939E+14,109805,2049349,0.5811
27/08/2018,INFY,EQ,1378.3,1383,1419.95,1381.4,1416,1415.4,1406,3506475,4.93009E+14,132478,2245599,0.6404
28/08/2018,INFY,EQ,1415.4,1417.2,1438.4,1411.5,1425,1424.7,1427.92,3248445,4.63852E+14,100357,1773021,0.5458
29/08/2018,INFY,EQ,1424.7,1433.6,1433.6,1405.15,1411,1410.1,1412.92,2823248,3.98901E+14,89895,1719084,0.6089
30/08/2018,INFY,EQ,1410.1,1412.8,1421.55,1396.15,1418.1,1416.2,1411.92,5753981,8.12416E+14,96074,4034348,0.7011
31/08/2018,INFY,EQ,1416.2,1425.1,1454.3,1421.1,1440,1441.1,1439.05,5437932,7.82544E+14,124025,3589092,0.66
03/09/2018,INFY,EQ,1441.1,1449,1467.9,1430,1436.2,1434.25,1451.3,5488164,7.96497E+14,134643,3571594,0.6508
04/09/2018,INFY,EQ,1434.25,722,748.5,716,733,737.15,739.04,15370124,1.13592E+15,258728,6954062,0.4524
05/09/2018,INFY,EQ,737.15,741.95,744.05,725.4,729,729.9,734.79,8658978,6.36254E+14,202826,3839883,0.4435
06/09/2018,INFY,EQ,729.9,732.55,735.5,724.1,726,727.15,730.17,5598659,4.08799E+14,134849,3493840,0.624
07/09/2018,INFY,EQ,727.15,734.35,735.15,723.8,734,732.8,730.95,6510605,4.75894E+14,190264,3810992,0.5854
10/09/2018,INFY,EQ,732.8,737.75,747,729.4,733.4,730.85,736.29,5629871,4.14525E+14,112735,3209244,0.57
11/09/2018,INFY,EQ,730.85,735.9,744.75,732,733.7,734.3,738.58,6963561,5.14315E+14,137146,3665363,0.5264
12/09/2018,INFY,EQ,734.3,744.4,746.5,736.25,740.9,742.9,741.14,4636617,3.43637E+14,144311,2545066,0.5489
14/09/2018,INFY,EQ,742.9,741.9,745,729.05,735,733.7,735.78,7896514,5.81012E+14,191430,4669337,0.5913
17/09/2018,INFY,EQ,733.7,735,740,724.6,726.9,725.95,730.79,5427054,3.96601E+14,124216,2572371,0.474
18/09/2018,INFY,EQ,725.95,730,730,717,720,719.1,720.33,7729732,5.56795E+14,116715,2039349,0.2638
19/09/2018,INFY,EQ,719.1,727,727,713.2,719.6,719.75,719.4,4849498,3.48875E+14,142071,2917751,0.6017
21/09/2018,INFY,EQ,719.75,713.85,717.4,692,710,705.3,706.4,14350769,1.01374E+15,238115,9880217,0.6885
24/09/2018,INFY,EQ,705.3,706.5,729.95,706.5,719.95,718.25,721.56,8637881,6.23274E+14,183918,5604772,0.6489
25/09/2018,INFY,EQ,718.25,718.25,736,717,726,726.2,727.76,9602273,6.98819E+14,223780,5283327,0.5502
26/09/2018,INFY,EQ,726.2,731.2,731.85,712,719.9,717.85,720.78,6599606,4.75688E+14,110456,4301995,0.6519
27/09/2018,INFY,EQ,717.85,722,730.8,717.45,724.3,724.8,724.8,14592616,1.05767E+15,147797,10485355,0.7185
28/09/2018,INFY,EQ,724.8,721,734.55,715.2,731.7,730.05,727.98,7490031,5.45263E+14,166682,4590662,0.6129
01/10/2018,INFY,EQ,730.05,737.5,754.9,733,742.95,746.65,745.05,8252398,6.14848E+14,160489,4483016,0.5432
03/10/2018,INFY,EQ,746.65,743.8,751.95,726.3,728.55,728.5,738.21,7792464,5.75248E+14,184479,4931984,0.6329
04/10/2018,INFY,EQ,728.5,728.5,729.75,702.5,711,707.2,711.02,6173037,4.38916E+14,150299,3617395,0.586
05/10/2018,INFY,EQ,707.2,713,731.5,709.3,722.5,724.6,717.57,8543578,6.13059E+14,141622,4727502,0.5533
08/10/2018,INFY,EQ,724.6,725.05,728.7,709.25,714.65,714.45,717.09,7259306,5.20558E+14,244347,4344672,0.5985
09/10/2018,INFY,EQ,714.45,717.1,722.4,702.65,721,717.75,711.05,6777212,4.8189E+14,116349,3665401,0.5408
10/10/2018,INFY,EQ,717.75,719.9,719.9,695.4,700.35,700.45,703.19,8866251,6.2347E+14,219744,4098711,0.4623
11/10/2018,INFY,EQ,700.45,685,692.9,663.3,675.4,673.35,676.06,10985897,7.42715E+14,285534,5910635,0.538
12/10/2018,INFY,EQ,673.35,676.4,684.05,661.5,678.15,678.8,673.71,8909221,6.00227E+14,214848,4229073,0.4747
15/10/2018,INFY,EQ,678.8,688.6,705,681.5,703.5,698.8,691.39,6222176,4.30195E+14,121763,3187712,0.5123
16/10/2018,INFY,EQ,698.8,710,713.9,689.4,692,695.25,702.32,11588963,8.1392E+14,266266,4829861,0.4168
17/10/2018,INFY,EQ,695.25,710,721.8,701.35,705.5,705.35,711.55,20360697,1.44876E+15,280701,8842531,0.4343
